company_code,name,business_description,listing_status,duns_company_code,primary_industry_code,primary_industry_scheme,primary_industry_description,city,state,zipcode
AMPHNL,Amphenol Corp.,"Amphenol Corp. engages in the design, manufacture, and marketing of electrical, electronic and fiber optic connectors, interconnect systems, antennas, sensors and sensor-based products, and specialty cable. It operates through the following segments: Harsh Environment Solutions, Communications Solutions, and Interconnect and Sensor Systems. The Harsh Environment Solutions segment manufactures and markets a broad range of ruggedized interconnect products, including connectors and interconnect systems, printed circuits and printed circuit assemblies, and other products. The Communications Solutions segment focuses on the design, manufacture, and marketing of connector and interconnect systems, including radio frequency, power, fiber optic, and other products, together with antennas. The Interconnect and Sensor Systems segment is involved in the design, manufacture, and marketing of sensors, sensor-based systems, connectors, and value-add interconnect systems. The company was founded by Schmitt J. Arthur in 1932 and is headquartered in Wallingford, CT.",listed,177220647,3678,SIC,Electronic Connectors,Wallingford,Connecticut,06492
IDECPH,"Biogen, Inc.","Biogen, Inc. is a biopharmaceutical company, which engages in discovering, developing, and delivering therapies for neurological and neurodegenerative diseases. Its products include TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI and FAMPYRA for the treatment of MS, SPINRAZA for the treatment of SMA, ADUHELM for the treatment of Alzheimer's disease, and FUMADERM for the treatment of severe plaque psoriasis. The company was founded by Charles Weissmann, Heinz Schaller, Kenneth Murray, Walter Gilbert, and Phillip Allen Sharp in 1978 and is headquartered in Cambridge, MA.",listed,121376230,2834,SIC,Pharmaceutical Preparations,Cambridge,Massachusetts,02142
INCPHM,Incyte Corp.,"Incyte Corp. is a biopharmaceutical company, which engages in the discovery, development, and commercialization of proprietary therapeutics. The company was founded in April 1991 and is headquartered in Wilmington, DE.",listed,556967347,2834,SIC,Pharmaceutical Preparations,Wilmington,Delaware,19803
AFL,"Aflac, Inc.","Aflac, Inc. is a holding company, which engages in the provision of financial protection services. It operates through the following segments: Aflac Japan and Aflac U.S. The Aflac Japan segment offers life insurance, death benefits, and cash surrender values. The Aflac U.S. segment sells voluntary supplemental insurance products for people who already have major medical or primary insurance coverage. The company was founded by John Amos, Paul Amos and William Amos on November 17, 1955 and is headquartered in Columbus, GA.",listed,069186674,6399,SIC,"Insurance Carriers, NEC",Columbus,Georgia,31999
SYMT,Gen Digital Inc.,"Gen Digital, Inc. engages in the provision of security, storage, and systems management solutions. The firm focuses on providing consumer cyber safety with its business solutions. Its brands include Norton, Avast, Lifelock, Avira, AVG, and CCleaner. The company was founded by Gary Hendrix in April 1982 and is headquartered in Tempe, AZ.",listed,064696941,7372,SIC,Prepackaged Software,Tempe,Arizona,85281
ONLNFR,"Meta Platforms, Inc.","Meta Platforms, Inc. engages in the development of social media applications. It builds technology that helps people connect and share, find communities, and grow businesses. It operates through the Family of Apps (FoA) and Reality Labs (RL) segments. The FoA segment consists of Facebook, Instagram, Messenger, WhatsApp, and other services. The RL segment includes augmented, mixed and virtual reality related consumer hardware, software, and content. The company was founded by Mark Elliot Zuckerberg, Dustin Moskovitz, Chris R. Hughes, Andrew McCollum, and Eduardo P. Saverin on February 4, 2004, and is headquartered in Menlo Park, CA.",listed,196337864,7375,SIC,Information Retrieval Services,Menlo Park,California,94025
BFSOLU,"Broadridge Financial Solutions, Inc.","Broadridge Financial Solutions, Inc. engages in the provision of investor communications and technology solutions to banks, broker-dealers, mutual funds, and corporate issuers. It operates through the following segments: Investor Communication Solutions and Global Technology and Operations. The Investor Communication Solutions segment offers services for broker-dealer investor communication, customer communication, corporate issuer, advisor solutions, and mutual fund and retirement solutions. The Global Technology and Operations segment includes middle and back-office securities processing solutions, automation services, and business process outsourcing services. The company was founded in 1962 and is headquartered in Lake Success, NY.",listed,608537960,7372,SIC,Prepackaged Software,Lake Success,New York,11042
TYCEC,TE Connectivity Ltd.,"TE Connectivity Ltd. engages in the design and manufacture of connectivity and sensor solutions. It operates through the following segments: Transportation Solutions, Industrial Solutions, and Communications Solutions. The Transportation Solutions segment offers products that are used in the automotive, commercial transportation, and sensors markets. The Industrial Solutions segment provides products that connect and distribute power, data, and signal. The Communications Solutions segment supplies electronic components for the data and devices and appliances markets. The company was founded in 1941 and is headquartered in Schaffhausen, Switzerland.",listed,485203835,3674,SIC,Semiconductors and Related Devices,Schaffhausen,Schaffhausen,8200
AIRBAB,"Airbnb, Inc.","Airbnb, Inc. engages in the management and operation of an online marketplace. Its marketplace model connects hosts and guests online or through mobile devices to book spaces. The company was founded by Brian Chesky, Nathan Blecharczyk and Joseph Gebbia in 2007 and is headquartered in San Francisco, CA.",listed,034243315,4724,SIC,Travel Agencies,San Francisco,California,94103
FDEXPS,FedEx Corp.,"FedEx Corp. is a holding company, which engages in the provision of transportation, e-commerce, business services, and business solutions. It operates through the following segments: FedEx Express, FedEx Ground, FedEx Freight, FedEx Services, and Corporate, Other and Eliminations. The FedEx Express segment offers transportation and delivery services. The FedEx Ground segment provides small-package ground delivery services. The FedEx Freight segment refers to freight transportation services to business and residences. The FedEx Services segment includes sales, marketing, information technology, communications, customer service, technical support, billing and collection services, and certain back-office functions that support the company's operating segments. The Corporate, Other, and Eliminations segment is involved in the corporate headquarters costs for executive officers and certain legal and finance functions, as well as certain other costs and credits not attributed to the firm's core business. The company was founded by Frederick Wallace Smith on June 18, 1971, and is headquartered in Memphis, TN.",listed,003141970,4513,SIC,Air Courier Services,Memphis,Tennessee,38120
PPG,"PPG Industries, Inc.","PPG Industries, Inc. engages in the manufacture and distribution of paints, coatings, and specialty materials. It operates through the Performance Coatings and Industrial Coatings segments. The Performance Coatings segment supplies a variety of protective and decorative coatings, sealants, and finishes along with pavement marking products, paint strippers, stains, and related chemicals, as well as transparencies and transparent armor. The Industrial Coatings segment includes a variety of protective and decorative coatings and finishes along with adhesives, sealants, metal pretreatment products, optical monomers and coatings, low-friction coatings, precipitated silicas, and other specialty materials. The company was founded by John B. Ford and John A. Pitcairn in 1883 and is headquartered in Pittsburgh, PA.",listed,001344803,2851,SIC,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",Pittsburgh,Pennsylvania,15272
ESXPRO,"Essex Property Trust, Inc.","Essex Property Trust, Inc. operates as a real estate investment trust. It engages in the ownership, operation, management, acquisition, development, and re-development of predominantly apartment communities. The company was founded by George M. Marcus in 1971 and is headquartered in San Mateo, CA.",listed,077186500,6798,SIC,Real Estate Investment Trusts,San Mateo,California,94403
TLDTCH,"Teledyne Technologies, Inc.","Teledyne Technologies, Inc. engages in the provision of electronic and communication products for wireless and satellite systems. It operates through the following business segments: Instrumentation, Digital Imaging, Aerospace and Defense Electronics, and Engineered Systems. The Instrumentation segment provides monitoring and control instruments for marine, environmental, industrial, and other applications, and electronic test and measurement equipment. The Digital Imaging segment includes high-performance sensors, cameras, and systems within the visible, infrared, ultraviolet, and X-ray spectra. The Aerospace and Defense Electronics segment offers electronic components and subsystems, data acquisition and communications components and equipment, harsh environment interconnects, and general aviation batteries. The Engineered Systems segment consists of systems engineering, integration and advanced technology development, and complex manufacturing solutions. The company was founded in 1960 and is headquartered in Thousand Oaks, CA.",listed,112358432,3812,SIC,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and  Instruments",Thousand Oaks,California,91360
UNPACF,Union Pacific Corp.,"Union Pacific Corp. engages in the provision of railroad and freight transportation services. The company was founded in 1969 and is headquartered in Omaha, NE.",listed,048341283,4011,SIC,"Railroads, Line-haul Operating",Omaha,Nebraska,68179
SNATCO,Truist Financial Corp.,"Truist Financial Corp. is a financial holding company, which engages in the provision of banking services to individuals, businesses, and municipalities. It operates through the following segments: Consumer Banking and Wealth, Corporate and Commercial Banking, Insurance Holdings, and Other, Treasury & Corporate. The Consumer Banking and Wealth segment consists of Retail Community Banking, National Consumer Finance, Services, Payments, Wealth Management and Banking Products and Professional Services and Mortgage Banking. The Corporate and Commercial Banking segment consists of Corporate and Investment Banking, Commercial Community Banking and Commercial Real Estate. The Insurance Holdings segment provides property and casualty, employee benefits and life insurance to businesses and individuals and also provides small business and corporate services, such as workers compensation and professional liability, as well as surety coverage and title insurance. It offers a variety of loans and lease financing to individuals and entities, including insurance premium financing, permanent commercial real estate financing arrangements, loan servicing for third-party investors, direct consumer finance loans to individuals, credit card lending, automobile financing, and equipment financing. It also markets a range of other services, including deposits, life insurance, property, and casualty insurance. The company was founded on December 6, 2019, and is headquartered in Charlotte, NC.",listed,075576306,6029,SIC,"Commercial Banks, NEC",Charlotte,North Carolina,28202
ANDAC,Accenture Plc,"Accenture is a global professional services company that helps the world’s businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services, creating tangible value at speed and scale. The company combines technology and leadership in cloud, data and AI with industry experience, functional expertise and global delivery capability. Its services include Strategy & Consulting, Technology, Operations, Industry X, and Song. Accenture operates through the following geographical segments: North America, EMEA, and Growth Markets. The company was founded in 1989 and is headquartered in Dublin, Ireland.",listed,985015354,7379,SIC,"Computer Related Services, NEC",Dublin,Dublin,2
PTWAGK,Synchrony Financial,"Synchrony Financial engages in the provision of consumer financial services. It focuses on digital, health and wellness, retail, telecommunications, home, auto, outdoor, pet, and other industries. The company was founded on September 12, 2003 and is headquartered in Stamford, CT.",listed,079332033,6141,SIC,Personal Credit Institutions,Stamford,Connecticut,06902
VEP,"Dominion Energy, Inc.","Dominion Energy, Inc. engages in the production and distribution of energy. It operates through following business segments: Dominion Energy Virginia, Dominion Energy South Carolina, Contracted Energy, and Corporate and Other. The Corporate and Other segment focuses on corporate, service company, non-controlling interest in Dominion privatization, and non-regulated retail energy marketing operations. The company was founded by William W. Berry in 1983 and is headquartered in Richmond, VA.",listed,101715035,4911,SIC,Electric Services,Richmond,Virginia,23219
STRCRP,STERIS Plc (Ireland),"STERIS Plc engages in the provision of healthcare and life science products and service solutions. It operates through the following segments: Healthcare, Life Sciences, Applied Sterilization Technologies, and Dental. The Healthcare segment provides a comprehensive offering for healthcare providers worldwide, focused on sterile processing departments and procedural centers, such as operating rooms and endoscopy suites. The Life Sciences segment designs, manufactures, and sells consumable products, equipment maintenance, specialty services, and capital equipment. The Applied Sterilization Technologies segment is involved in contract sterilization and testing services for medical device and pharmaceutical manufacturers. The Dental segment offers a comprehensive offering for dental practitioners and dental schools, offering instruments, infection prevention consumables and instrument management systems. The company was founded in 1985 and is headquartered in Dublin, Ireland.",listed,177360039,3842,SIC,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",Dublin,Dublin,2
KLSTRS,Norwegian Cruise Line Holdings Ltd.,"Norwegian Cruise Line Holdings Ltd. engages in the provision of cruise travel services. It offers cruise experiences for travelers with itineraries in Europe, Asia, Australia, New Zealand, South America, Africa, Canada, Bermuda, Caribbean, Alaska and Hawaii. Its brands include Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises. The company was founded in 1966 and is headquartered in Miami, FL.",listed,078727129,4481,SIC,"Deep Sea Transportation of Passengers, Except by Ferry",Miami,Florida,33126
BOSTS,Boston Scientific Corp.,"Boston Scientific Corp. engages in the development, manufacture, and marketing of medical devices that are used in interventional medical procedures. It operates through the MedSurg and Cardiovascular segments. The MedSurg segment includes Endoscopy, Urology, and Neuromodulation. The Cardiovascular segment consists of Cardiology and Peripheral Interventions. The company was founded by John E. Abele and Pete Michael Nicholas on June 29, 1979 and is headquartered in Marlborough, MA.",listed,021717889,3841,SIC,Surgical and Medical Instruments and Apparatus,Marlborough,Massachusetts,01752
HLLBT,Halliburton Co.,"Halliburton Co. engages in the provision of services and products to the energy industry related to the exploration, development, and production of oil and natural gas. It operates through the Completion and Production, and Drilling and Evaluation segments. The Completion and Production segment delivers cementing, stimulation, intervention, pressure control, specialty chemicals, artificial lift, and completion services. The Drilling and Evaluation segment provides field and reservoir modeling, drilling, evaluation, and wellbore placement solutions that enable customers to model, measure, and optimize their well construction activities. The company was founded by Erle P. Halliburton in 1919 and is headquartered in Houston, TX.",listed,964409007,1389,SIC,"Oil and Gas Field Services, NEC",Houston,Texas,77032
AMAIR,"American Airlines Group, Inc.","American Airlines Group, Inc. is a holding company, which engages in the operation of a network carrier through its principal wholly-owned mainline operating subsidiary, American. The firm offers air transportation for passengers and cargo. It operates through the following geographical segments: Department of Transportation Domestic, Department of Transportation Latin America, Department of Transportation Atlantic, and Department of Transportation Pacific. The company was founded on December 9, 2013 and is headquartered in Fort Worth, TX.",listed,072560154,4512,SIC,"Air Transportation, Scheduled",Fort Worth,Texas,76155
COLHSP,"HCA Healthcare, Inc.","HCA Healthcare, Inc. is a health care services company engaged in operating hospitals, freestanding surgery centers and emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, radiation and oncology therapy centers, comprehensive rehabilitation and physical therapy centers, physician practices, home health, hospice, outpatient physical therapy home and community-based services providers, and various other facilities. The firm operates general and acute care hospitals that offer medical and surgical services, including inpatient care, intensive care, cardiac care, diagnostic, and emergency services, and outpatient services, such as outpatient surgery, laboratory, radiology, respiratory therapy, cardiology, and physical therapy. The company was founded by Dr. Thomas F. Frist, Jr in 1968 and is headquartered in Nashville, TN.",listed,967697686,8062,SIC,General Medical and Surgical Hospitals,Nashville,Tennessee,37203
GILSCI,"Gilead Sciences, Inc.","Gilead Sciences, Inc. is a biopharmaceutical company, which engages in the research, development, and commercialization of medicines in areas of unmet medical need. The firm's primary areas of focus include human immunodeficiency virus, acquired immunodeficiency syndrome, liver diseases, hematology, oncology, and inflammation and respiratory diseases. It offers antiviral products under Harvoni, Genvoya, Epclusa, Truvada, Atripla, Descovy, Stribild, Viread, Odefsey, Complera/Eviplera, Sovaldi, and Vosevi brands. The company was founded by Michael L. Riordan on June 22, 1987 and is headquartered in Foster City, CA.",listed,185049848,2836,SIC,"Biological Products, Except Diagnostic Substances",Foster City,California,94404
AMRENC,Ameren Corp.,"Ameren Corp. is a public utility holding company, which engages in the provision of electric and natural gas services. It operates through the following segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, Ameren Transmission, and Other. The Ameren Transmission segment consists of the aggregated electric transmission businesses of Ameren Illinois and Ameren Transmission Company of Illinois (ATXI). The company was founded in 1902 and is headquartered in St. Louis, MO.",listed,364138990,4911,SIC,Electric Services,St. Louis,Missouri,63103
CONGEN,The Cigna Group,"The Cigna Group is a global health company, which engages in the provision of global health services. It operates through the following segments: Evernorth Health Services, Cigna Healthcare, Other Operations, and Corporate. The Evernorth Health Services segment partners with health plans, employers, governmental organizations, and health care providers to solve challenges in the areas of pharmacy benefits, home delivery pharmacy, specialty pharmacy, specialty distribution, and care delivery and management solutions. The Cigna Healthcare segment includes the U.S. Healthcare and International Health operating segments, which provide comprehensive medical and coordinated solutions to clients and customers. The Other Operations segment consists of the remainder of business operations, which includes certain ongoing businesses and exited businesses. The Corporate segment refers to net interest expense, certain litigation matters, expense associated with frozen pension plans, charitable contributions, operating severance, certain overhead and enterprise-wide project costs, and eliminations for products and services sold between segments. The company was founded in 1792 and is headquartered in Bloomfield, CT.",listed,029053964,6324,SIC,Hospital and Medical Service Plans,Bloomfield,Connecticut,06002
CCESPN,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc. operates as an entertainment company. The firm engages in producing, marketing, and selling live concerts for artists via its global concert pipe. It operates through the following segments: Concerts, Sponsorship and Advertising, and Ticketing. The Concerts segment is involved in the promotion of live music events in owned or operated venues and in rented third-party venues. The Sponsorship and Advertising segment manages the development of strategic sponsorship programs in addition to the sale of international, national, and local sponsorships and placement of advertising such as signage, promotional programs, rich media offerings, including advertising associated with live streaming and music-related content, and ads across its distribution network of venues, events, and websites. The Ticketing segment is involved in the management of the global ticketing operations, including providing ticketing software and services to clients, and consumers with a marketplace, both online and mobile, for tickets and event information. The Ticketing segment also operates the firm's primary ticketing website, www.ticketmaster.com. The company was founded in 1996 and is headquartered in Beverly Hills, CA.",listed,614152143,7922,SIC,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services,Beverly Hills,California,90210
PDWEPD,Veralto Corp.,"Veralto Corp. engages in the provision of environmental and applied solutions. Its segments include Water Quality and Product Quality & Innovation. The Water Quality segment provides comprehensive portfolios of water analytics and differentiated water treatment solutions that enable the reliable delivery of safe drinking water by public and private utilities. The Product Quality & Innovation segment provides a broad set of solutions for brand owners and consumer packaged goods companies that enable speed to market as well as traceability and quality control of their products. The company was founded on October 26, 2022 and is headquartered in Waltham, MA.",listed,119144148,7379,SIC,"Computer Related Services, NEC",Waltham,Massachusetts,02451
IDEXXC,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc. engages in the development, manufacture, and distribution of products and services for the animal veterinary, livestock and poultry, dairy, and water testing markets. It operates through the following segments: Companion Animal Group (CAG), Water Quality Products (Water), Livestock, Poultry, and Dairy (LPD), and Other. The CAG segment provides diagnostic and information management-based products and services for the companion animal veterinary industry, including in-clinic diagnostic solutions, outside reference laboratory services, and veterinary software and services. The Water segment offers innovative testing solutions for easy, rapid, and accurate detection and quantification of various microbiological parameters in water. The LPD segment develops diagnostic tests, services, and related instrumentation that are used to manage the health status of livestock and poultry, to improve producer efficiency, and to ensure the quality and safety of milk and food. The Other segment is composed of products for the human point-of-care medical diagnostics market with its out-licensing arrangements. The company was founded by David Evans Shaw on December 19, 1983, and is headquartered in Westbrook, ME.",listed,108183757,2835,SIC,In Vitro and In Vivo Diagnostic Substances,Westbrook,Maine,04092
NASDAQ,"Nasdaq, Inc.","Nasdaq, Inc. is a holding company, which engages in trading, clearing, exchange technology, regulatory, securities listing, information, and public and private company services. It operates through the following segments: Capital Access Platforms, Financial Technology, and Market Services. The Capital Access Platforms segment delivers liquidity, transparency, and integrity to the corporate issuer and investment community by empowering clients to effectively navigate the capital markets, achieve their sustainability goals, and drive governance excellence. The Financial Technology segment offers platforms that improve the liquidity, transparency, and integrity of the global economy by architecting and operating the markets. The Market Services segment includes equity derivative trading and clearing, cash equity trading, fixed income, currency, and commodities trading. The company was founded by Gordon S. Macklin in 1971 and is headquartered in New York, NY.",listed,126554732,6231,SIC,Security and Commodity Exchanges,New York,New York,10036
PRUINS,"Prudential Financial, Inc.","Prudential Financial, Inc. engages in the provision of insurance, investment management, and other financial products and services. It operates through the following segments: Prudential Investment Management, Inc. (PGIM), U.S. Businesses, International Businesses, and Corporate and Others. The PGIM segment involves the provision of investment management services and solutions related to public fixed income, public equity, real estate debt and equity, private credit and other alternatives, and multi-asset class strategies. The U.S. Businesses segment includes retirement strategies, group insurance, and individual life. The International Businesses segment focuses on investing in existing businesses and assessing acquisition opportunities. The Corporate and Other Operations segment involves the corporate items and initiatives not allocated to business segments. The company was founded by John Fairfield Dryden in 1875 and is headquartered in Newark, NJ.",listed,018300884,6311,SIC,Life Insurance,Newark,New Jersey,07102
ENOG,"EOG Resources, Inc.","EOG Resources, Inc. engages in the exploration, development, production and marketing of crude oil and natural gas. It operates through the United States, Trinidad, and Other International geographical segments. The Other International segment includes China and Canada operations. The company was founded in 1985 and is headquartered in Houston, TX.",listed,186830733,1382,SIC,Oil and Gas Field Exploration Services,Houston,Texas,77002
SSBT,State Street Corp.,"State Street Corp. engages in the provision of financial services to institutional investors. It operates through the Commercial and Financial Loans, and Commercial Real Estate Loans segments. The company was founded in 1792 and is headquartered in Boston, MA.",listed,062156427,6289,SIC,"Services Allied With the Exchange of Securities or Commodities, NEC",Boston,Massachusetts,02114
HILTON,"Hilton Worldwide Holdings, Inc.","Hilton Worldwide Holdings, Inc. engages in the provision of hospitality businesses. It operates through the following segments: Ownership and Management & Franchise. The Ownership segment includes owned, leased, and joint venture hotels. The Management and Franchise segment operates hotels of third-party owners. The company was founded by Conrad Hilton in 1925 and is headquartered in McLean, VA.",listed,079132993,7011,SIC,Hotels and Motels,McLean,Virginia,22102
CNTAS,Cintas Corp.,"Cintas Corp. engages in the provision of corporate identity uniforms through rental and sales programs. It operates through the following segments: Uniform Rental and Facility Services, First Aid and Safety Services, and All Other. The Uniform Rental and Facility Services segment consists of the rental and servicing of uniforms and other garments including flame resistant clothing, mats, mops and shop towels, and other ancillary items. The First Aid and Safety Services segment includes first aid and safety products and services. The All Other segment contains fire protection services and its direct sale business. The company was founded by Richard T. Farmer in 1968 and is headquartered in Cincinnati, OH.",listed,056481716,7299,SIC,"Miscellaneous Personal Services, NEC",Cincinnati,Ohio,45262
PRGML,Procter & Gamble Co.,"Procter & Gamble Co. engages in the provision of branded consumer packaged goods. It operates through the following segments: Beauty, Grooming, Health Care, Fabric and Home Care, and Baby, Feminine and Family Care. The Beauty segment offers hair, skin, and personal care. The Grooming segment consists of shave care like female and male blades and razors, pre and post shave products, and appliances. The Health Care segment includes oral care products like toothbrushes, toothpaste, and personal health care such as gastrointestinal, rapid diagnostics, respiratory, and vitamins, minerals, and supplements. The Fabric and Home care segment consists of fabric enhancers, laundry additives and detergents, and air, dish, and surface care. The Baby, Feminine and Family Care segment sells baby wipes, diapers, and pants, adult incontinence, feminine care, paper towels, tissues, and toilet paper. The company was founded by William Procter and James Gamble in 1837 and is headquartered in Cincinnati, OH.",listed,001316827,2841,SIC,"Soaps and Other Detergents, Except Speciality Cleaners",Cincinnati,Ohio,45202
CENTE,Centene Corp.,"Centene Corp. operates as a healthcare enterprise, which engages in the provision of programs and services to government sponsored healthcare programs. It operates through the following segments: Medicaid, Medicare, Commercial, and Other. The company was founded in 1984 and is headquartered in St. Louis, MO.",listed,809245525,6324,SIC,Hospital and Medical Service Plans,St. Louis,Missouri,63105
CONPOW,CMS Energy Corp.,"CMS Energy Corp. engages in the provision of electric and natural gas activities. It operates through the following business segments: Electric Utility, Gas Utility, and NorthStar Clean Energy. The Electric Utility segment focuses on generation, purchase, distribution, and sale of electricity. The Gas Utility segment includes purchase, transmission, storage, distribution, and sale of natural gas. The NorthStar Clean Energy segment is involved in domestic independent power production including the development and operation of renewable generation and the marketing of independent power production. The company was founded in 1987 and is headquartered in Jackson, MI.",listed,175206614,4911,SIC,Electric Services,Jackson,Michigan,49201
LENC,Lennar Corp.,"Lennar Corp. engages in the provision of real estate related financial and investment management services. It operates through the following segments: Homebuilding, Financial Services, Multifamily, and Lennar Other. The Homebuilding segment refers to the construction and sale of single-family attached and detached homes and the purchase, development, and sale of residential land directly and through entities. The Financial Services segment focuses on mortgage financing, title, and closing services for buyers. The Multifamily segment is involved in the development, construction, and property management of multifamily rental properties. The Lennar Other segment includes funds, asset management platform, and strategic investments in technology companies. The company was founded in 1954 and is headquartered in Miami, FL.",listed,055378061,1531,SIC,Operative Builders,Miami,Florida,33126
BCTELE,TELUS Corp.,"TELUS Corp. is a telecommunications company, which engages in the provision of telecommunication services and products primarily for wireless and wireline voice and data. It operates through TELUS Technology Solutions (TTech) and Digitally-led Customer Experiences–TELUS International (DLCX) segments. The TTech segment includes network revenues and equipment sales arising from mobile technologies, data revenues, healthcare software and technology solutions, voice and other telecommunications services revenues, and equipment sales. The DLCX segment is composed of digital customer experience and digital-enablement transformation solutions, including artificial intelligence and content management solutions, provided by TELUS International. The company was founded on October 4, 1990 and is headquartered in Vancouver, Canada.",listed,256775016,4812,SIC,Radiotelephone Communications,Vancouver,British Columbia,V6B 0M3
FRRI,"Franklin Resources, Inc.","Franklin Resources, Inc. is a holding company, which engages in the provision of investment management and related services. The firm offers services and products under various distinct brand names, including, but not limited to, Franklin, Templeton, Legg Mason, Benefit Street Partners, Brandywine Global Investment Management, Clarion Partners, ClearBridge Investments, Fiduciary Trust International, Franklin Bissett, Franklin Mutual Series, K2, LibertyShares, Martin Currie, Royce Investment Partners and Western Asset Management Company. It provides investment management and related services to retail, institutional and high-net-worth investors in jurisdictions worldwide. The company was founded by Rupert H. Johnson, Sr. in 1947 and is headquartered in San Mateo, CA.",listed,071883169,6282,SIC,Investment Advice,San Mateo,California,94403
SYNOPS,"Synopsys, Inc.","Synopsys, Inc. engages in the provision of electronic design automation (EDA) software that engineers use to design and test integrated circuits (ICs). It also offers semiconductor intellectual property (IP) products. It operates through the following segments: EDA, Design IP, Software Integrity, and Other. The EDA segment includes silicon design, verification products and services, system integration products and services, digital, custom, and FPGA IC design software, verification software and hardware products, and manufacturing software products. The Software Integrity segment includes a solution for building security and compliance testing into the customers' software development lifecycle and supply chain. The company was founded by Aart J. de Geus, Bill Krieger, Dave Gregory, and Rick Rudell in December 1986 and is headquartered in Sunnyvale, CA.",listed,161499579,7372,SIC,Prepackaged Software,Sunnyvale,California,94085
KGGGB,Kellanova,"Kellanova engages in the manufacturing, marketing, and distribution of ready-to-eat cereal and convenience foods. It operates through the following segments: North America, Europe, Latin America, and Asia Middle East Africa. The North America segment includes the U.S. businesses and Canada. The Europe segment consists of European countries. The Latin America segment focuses on Central and South America, and Mexico. The Asia Middle East Africa segment is involved in Africa, Middle East, Australia, and Other Asian and Pacific markets. The company was founded by Will Keith Kellogg in 1906 and is headquartered in Chicago, IL.",listed,005356209,2096,SIC,"Potato Chips, Corn Chips, and Similar Snacks",Chicago,Illinois,60654
INTCE,"Intercontinental Exchange, Inc.","Intercontinental Exchange, Inc. engages in the provision of market infrastructure, data services and technology solutions. It operates through the following segments: Exchanges, Fixed Income and Data Services, and Mortgage Technology. The Exchanges segment includes trading and listing revenue from the global futures network, the New York Stock Exchange and other registered securities exchanges. The Fixed Income and Data Services segment is composed of fixed income data and analytics offerings, fixed income execution, credit default swap clearing and other multi-asset class data and network services. The Mortgage Technology segment provides an end-to-end network aimed at identifying and solving the inefficiencies that exist in the U.S. residential mortgage market. The company was founded by Jeffrey C. Sprecher in May 2000 and is headquartered in Atlanta, GA.",listed,078870113,6231,SIC,Security and Commodity Exchanges,Atlanta,Georgia,30328
MMMUK,3M Co.,"3M Co. is a technology company, which manufactures industrial, safety, and consumer products. It operates through the following segments: Safety and Industrial, Transportation and Electronics, Health Care, Consumer, and Corporate and Unallocated. The Safety and Industrial segment consists of personal safety, industrial adhesives and tapes, abrasives, closure and masking systems, electrical markets, automotive aftermarket, and roofing granules. The Transportation and Electronics segment includes electronics, automotive and aerospace, commercial solutions, advanced materials, and transportation safety. The Health Care segment offers medical and surgical supplies, skin health and infection prevention products, oral care solutions, separation and purification sciences, health information systems, inhalation and transdermal drug delivery systems, and food safety products. The Consumer segment covers consumer healthcare, home care, home improvement, and stationery and office products, such as consumer bandages, braces, supports, respirators, cleaning products, retail abrasives, picture hanging, and consumer air quality solutions. The Corporate and Unallocated segment refers to special items and other corporate expense-net. The company was founded by Henry S. Bryan, Hermon W. Cable, John Dwan, William A. McGonagle, and J. Danley Budd in 1902 and is headquartered in St. Paul, MN.",listed,006173082,3842,SIC,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",St. Paul,Minnesota,55144
ZOETII,"Zoetis, Inc.","Zoetis, Inc. engages in the discovery, development, manufacture, and commercialization of medicines, vaccines, diagnostic products and services, biodevices, genetic tests, and precision animal health technology. The firm operates through the United States and International geographical segments. The company was founded in 1952 and is headquartered in Parsippany, NJ.",listed,078579659,2834,SIC,Pharmaceutical Preparations,Parsippany,New Jersey,07054
ZY,"The TJX Cos., Inc.","The TJX Cos., Inc. engages in the retail of apparel and home fashion products. It operates through the following business segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The Marmaxx segment sells family apparel including apparel, home fashions, and other merchandise. The HomeGoods segment offers an assortment of home fashions, including furniture, rugs, lighting, soft home, decorative accessories, tabletop and cookware as well as expanded pet, kids, and gourmet food departments. The TJX Canada segment operates the Winners, Marshalls, and HomeSense chains in Canada. The TJX International segment includes operations of T.K. Maxx and Homesense chains in Europe and the T.K. Maxx chain in Australia. The company was founded by Bernard Cammarata in 1962 and is headquartered in Framingham, MA.",listed,006955215,5611,SIC,Men's and Boys' Clothing and Accessory Stores,Framingham,Massachusetts,01701
